"","sa1"
"1226968",164
"2970906",98
"1064539",86
"204447",141
"2775420",326
"1789672",196
"1817965",137
"2233999",63
"1612173",447
"3144925",272
"2220096",154
"41295",1
"34018",463
"1085",444
"13134",3
"1639348",313
"1663591",278
"55518",185
"2594003",414
"1084",165
"111831",76
"1263979",71
"168934",481
"2048283",563
"2946605",242
"2785911",87
"3035476",20
"2785908",16
"393657",169
"168935",143
"1891279",46
"220697",34
"1288970",387
"2560057",982
"3100173",488
"1862145",186
"2705399",44
"2602016",316
"2602015",152
"94",319
"2775080",316
"84159",260
"2843330",178
"1773489",132
"1549855",60
"76892",131
"41275",1906
"2995143",394
"2861285",363
"2591463",285
"2561924",213
"1938605",210
"3015997",145
"3015999",138
"2752515",136
"2986928",131
"3068314",127
"1532555",104
"2579977",94
"3021811",92
"2560058",72
"1827469",55
"2562582",53
"172043",1977
"1312364",929
"74329",722
"213418",524
"588932",369
"293",348
"657642",274
"13160",236
"74313",229
"2774190",228
"41276",196
"2774189",196
"2813778",150
"2800818",101
"1325724",28
"75",62
"69665",250
"2823693",216
"3016000",178
"3015996",149
"88688",545
"2010972",351
"1679497",286
"155892",191
"69395",117
"69666",115
"2708539",104
"76890",46
"2840468",472
"3059027",277
"2995155",132
"3095608",122
"78587",586
"2903901",90
"3015177",67
"284016",152
"2201350",125
"2686094",62
"766",274
"775",48
"780",346
"2761623",129
"781",53
"33989",45
"33991",27
"787",16
"1068590",15
"47589",12
"786",7
"42862",7
"35789",6
"35788",3
"35794",1
"35791",1
"3066252",172
"3066251",43
"2884482",29
"3066248",28
"931099",20
"3066266",7
"3066249",3
"782",77
"785",23
"788",17
"33990",16
"3066262",85
"3066272",68
"3066260",35
"3066274",12
"3066263",6
"3066275",4
"3066258",2
"3066259",1
"1346319",73
"784",65
"2601646",37
"988779",14
"2115978",3
"942",33
"953",118
"1812111",242
"80850",89
"3077916",60
"2883238",56
"2953987",56
"3066143",47
"1812115",22
"3066149",16
"169402",15
"931100",13
"2916816",12
"375919",9
"2732593",7
"2953991",6
"2732594",6
"1812112",6
"2954030",5
"167957",3
"96495",3
"2954056",2
"2954040",2
"2954025",2
"2953978",1
"2953971",1
"116598",1
"125593",1
"77551",1
"1845000",59
"955",7
"391036",170
"779",167
"35795",53
"945",46
"944",18
"3077948",20
"3066221",7
"768",1
"948",174
"769",20
"770",9
"949",3
"142058",3
"33993",4
"950",46
"33994",14
"2686014",14
"951",7
"89586",49
"1328881",9
"234827",259
"1664265",188
"2570586",65
"3066224",1
"1920990",23
"1802984",3
"2163644",94
"2486578",9
"85",8
"87",423
"1906738",318
"1873716",293
"2016196",116
"225298",557
"81032",190
"1280948",170
"1759059",103
"2724",10
"3067902",433
"3078805",139
"208216",287
"1526572",165
"1866326",148
"1979954",505
"2043170",263
"2857064",193
"2582913",51
"2950108",381
"2599305",325
"198251",1
"2268451",227
"1002672",178
"1977864",106
"1388755",81
"1977865",61
"198252",15
"2563896",8
"1925548",9
"2800061",1
"74318",270
"2029849",186
"1434191",185
"2749086",28
"2161677",162
"2829596",64
"2829597",41
"1456591",179
"3024400",87
"171437",329
"1921001",50
"2066024",25
"2601575",21
"86106",12
"2601668",10
"2558174",7
"2806609",2
"1509244",104
"91604",26
"767892",220
"1124597",185
"3077944",22
"80840",6771
"80864",2754
"34072",1692
"34073",27844
"2762322",1803
"2681552",1117
"2762323",837
"662548",656
"434008",569
"1034889",490
"2774875",335
"1795631",316
"434009",313
"207745",304
"2811425",288
"2126319",175
"282217",154
"1105204",82
"434014",67
"436515",870
"12916",125
"358220",2951
"3140252",554
"2518343",451
"3095606",442
"2478662",440
"1842533",311
"1858609",237
"2714923",232
"2940488",208
"2940492",64
"2699468",7
"2940489",2
"2940491",2
"80878",653
"553814",436
"758826",341
"283",1045
"2918299",473
"2977320",93
"2853163",88
"2853257",49
"2966554",32
"225991",715
"363952",714
"285",669
"1082851",355
"2949090",355
"32013",314
"2743470",311
"225992",298
"2796366",234
"3046670",208
"379895",161
"2597701",143
"1562974",129
"160825",6
"28065",238
"3141537",222
"2822760",182
"2752316",155
"2741720",144
"2798804",18
"1842727",436
"192843",413
"2527691",340
"2509614",271
"3068341",198
"81479",109
"1484693",75
"223188",74
"47420",357
"2651974",242
"2806347",209
"434010",175
"2184519",160
"1842537",147
"2565558",111
"2806262",94
"795665",55
"3098762",43
"2716225",260
"47421",222
"1763535",206
"199683",154
"65656",133
"80865",892
"180282",668
"80866",357
"558537",158
"742013",31
"1920191",4
"2708352",1
"2986766",1
"238749",182
"1288495",637
"2714925",176
"2714924",175
"2792224",26
"2866628",26
"3016636",24
"3060154",9
"2735554",2
"3036128",141
"1715720",135
"164759",82
"721785",44
"3051137",81
"80867",944
"80869",264
"80868",220
"1678129",392
"2986281",272
"2986280",170
"1751150",160
"1678128",113
"219181",57
"1658672",280
"3081231",187
"2816950",310
"2109914",99
"52972",23
"296591",141
"2082385",32
"1840267",3
"1840293",1
"216465",131
"37448",117
"94132",610
"1844971",391
"179636",383
"1649468",7
"2109913",279
"1267217",87
"2109915",338
"2490452",4
"1458425",239
"1458426",91
"1926868",286
"2029117",237
"364317",225
"2116657",148
"80880",88
"1436290",88
"119060",1561
"1822464",1145
"134537",5380
"2880218",382
"3136564",211
"3074437",182
"1926494",170
"3141544",106
"3034358",101
"2735434",98
"2735433",55
"3080498",20
"1761016",544
"2152891",484
"984307",457
"2026199",440
"261302",361
"2547399",337
"252970",322
"2861782",284
"60548",278
"1245436",237
"311230",220
"273251",220
"92647",215
"948107",194
"2571747",187
"75105",182
"36873",176
"148447",165
"2654982",156
"2571748",138
"420952",131
"169430",109
"134536",102
"420953",99
"2211211",84
"169427",81
"311231",77
"2604047",22
"32008",1872
"292",1139
"488447",721
"87883",413
"101571",403
"95485",340
"1207504",272
"152480",241
"95486",229
"482957",185
"60550",184
"488729",156
"488730",146
"60552",131
"1503054",111
"1503055",109
"179879",95
"488731",88
"152500",76
"488446",57
"2978683",30
"488732",27
"2015348",16
"28450",663
"1503053",353
"1385591",204
"57975",199
"1637837",108
"342113",86
"13373",3
"430531",1
"1494466",383
"1795043",244
"2217913",185
"1637853",158
"1795874",137
"1636423",88
"1637831",80
"1637862",73
"2811788",43
"1637869",36
"1705310",24
"2906514",11
"2854261",8
"758782",7
"2811789",7
"2813843",2
"1179675",1
"28095",765
"337",292
"41899",231
"2615214",60
"106589",1385
"164546",1515
"2027911",864
"3032282",230
"2839983",151
"3079014",119
"2884455",46
"876364",34
"1478019",17
"1389192",13
"2920269",1
"82633",1151
"106590",661
"151783",494
"119219",413
"2608999",356
"68895",346
"96344",244
"82541",122
"248026",96
"367825",35
"1040979",21
"1796606",19
"44013",518
"1855652",303
"1855617",274
"2081041",179
"2770234",153
"3022126",149
"2576932",145
"3047864",109
"2689109",106
"1855619",103
"2689107",97
"2576919",94
"1855616",93
"2081052",84
"2576926",82
"1855909",67
"2982615",67
"1855646",57
"1758390",45
"2081051",41
"3047867",38
"1855910",38
"1758374",37
"1855883",36
"2689110",32
"2576923",31
"2576917",27
"2576922",16
"1855880",16
"3047868",16
"1819736",11
"3047865",10
"3047866",9
"1758398",6
"1743173",5
"2576928",4
"2576930",2
"2081049",1
"576610",749
"576611",137
"1743168",113
"556054",107
"2527775",97
"1743162",69
"1835254",46
"556053",37
"1743174",34
"1743159",31
"1819725",21
"1855895",19
"2081042",19
"1743165",17
"48736",516
"305",487
"1310165",200
"28097",52
"329",953
"105219",362
"190721",272
"2842456",261
"3122075",51
"2880988",2
"2880990",2
"2880989",1
"93217",374
"93219",429
"3002643",172
"2518599",51
"2904129",40
"93221",367
"573737",326
"93220",325
"93218",300
"2508289",254
"1891094",194
"656179",125
"445709",70
"656178",47
"93222",40
"1827195",45
"2878151",519
"2878153",250
"2878150",97
"2814653",85
"140098",33
"2878152",8
"2705548",2
"2705547",1
"1071679",183
"871203",175
"758793",158
"2571746",482
"28094",218
"131079",53
"131080",395
"2732163",137
"28092",555
"47671",441
"1810868",39
"2968475",199
"2840467",22
"2651972",6
"1553431",73
"2571159",13
"417203",250
"412963",47
"2268024",239
"2018044",1
"2018052",62
"1177211",51
"1177213",29
"2864217",5
"995019",961
"1796652",21761
"40544",361
"2584944",2166
"40545",1366
"2494234",1136
"1852381",1990
"75682",636
"149698",203
"1707785",457
"3123041",352
"3126507",334
"2970464",272
"2861283",233
"2861282",218
"2738142",171
"1593482",162
"3064278",115
"1678028",16
"2919578",7
"2709302",4
"2045208",535
"2899220",453
"457921",374
"2728020",319
"1141883",232
"2769491",151
"2765360",111
"945844",77
"1522432",144
"321985",490
"2660641",241
"321984",234
"864828",219
"2995154",209
"34070",196
"321983",177
"871742",157
"2072590",105
"34069",1
"34071",431
"3068633",179
"75654",2
"2728021",307
"75659",160
"3039386",420
"963",173
"92645",716
"80842",667
"863372",561
"2025949",333
"3095609",128
"3028312",48
"341045",467
"964",259
"2014887",129
"29580",798
"1644131",224
"2861284",200
"3065910",197
"375286",124
"2497863",77
"1236179",76
"1537274",51
"2985511",44
"1938606",32
"55508",338
"2751478",286
"29581",75
"368607",48
"2590869",35
"846",17
"847",867
"2946593",540
"933080",237
"202907",47
"279058",834
"158899",507
"279113",195
"3048609",366
"3073561",303
"2058625",169
"2058624",94
"401471",197
"1809410",497
"2807626",282
"3048606",206
"2601898",168
"506",701
"222",2134
"1758194",559
"2282475",188
"2860286",81
"1881016",53
"2756133",26
"3141581",3
"85698",710
"1353891",389
"2069367",347
"32002",321
"217204",302
"217203",259
"1353889",204
"1389922",204
"3047478",158
"1287736",85
"72557",57
"517",374
"1697043",394
"1746199",154
"103855",414
"123899",338
"1416803",249
"463014",247
"521",237
"1416806",235
"463025",220
"35814",217
"1331258",210
"94624",197
"518",171
"463040",154
"520",50
"463024",14
"519",7
"507",1006
"511",725
"2813780",326
"3136634",126
"2953809",60
"2918755",35
"2582914",51
"323284",50
"2488560",330
"3081984",187
"1940612",286
"290425",4
"1481665",335
"310575",306
"302406",183
"1851544",243
"2782176",102
"2163011",95
"2962065",231
"2028345",165
"1007105",252
"2716226",102
"359336",1
"75697",202
"3140381",135
"1100891",1
"643674",207
"2980099",56
"2901142",179
"1472345",172
"29574",1
"29575",94
"84590",58
"2979868",137
"206506",136
"90243",17
"90245",60
"90244",40
"2652177",83
"2975441",45
"93681",152
"1658665",414
"2714952",377
"2995138",236
"2877940",224
"1768242",183
"452440",442
"2070761",378
"3019553",357
"2978473",197
"76731",181
"946333",537
"3037797",296
"376175",416
"413882",280
"215580",120
"392593",536
"2914710",299
"639200",228
"28068",409
"316612",59
"105560",262
"2082386",86
"391953",376
"36863",273
"34029",186
"45677",94
"2753607",572
"54066",3
"3089814",252
"2697032",243
"32012",49
"1050370",233
"926",67
"426114",65
"1296669",150
"2898431",102
"2978127",36
"1597781",283
"307486",142
"1561003",58
"206351",137
"481",641
"482",1216
"2912675",272
"1871109",229
"655307",171
"3077590",49
"2937985",40
"2972775",34
"2995414",27
"641148",14
"2995413",8
"267212",403
"2912188",381
"28449",369
"1853278",367
"1853276",276
"487",241
"28091",239
"1815583",207
"326522",205
"493",169
"492",169
"607712",153
"1470200",141
"495",126
"2666100",116
"1931275",99
"488",92
"490",65
"607711",60
"2709396",41
"496",41
"194197",38
"640030",33
"485",32
"483",32
"326523",27
"33053",27
"486",23
"484",3
"59",334
"63",251
"1689272",236
"61",1
"538",104
"539",477
"2528037",130
"1196083",626
"2946699",71
"504",184
"265175",132
"505",106
"502",59
"1522312",39
"2067065",229
"194195",2
"153491",128
"194196",73
"1282863",98
"252130",85
"2290923",144
"1056807",110
"2917790",94
"153493",80
"2809020",42
"72",39
"1499392",99
"535",724
"2059672",343
"2953890",258
"2735795",39
"1108595",355
"2202141",274
"1382803",197
"536",179
"251747",159
"1778675",89
"2605945",77
"394935",17
"407217",100
"1590041",338
"1537400",249
"519081",241
"332411",163
"2877939",424
"1192162",353
"400061",256
"3112107",29
"2806263",14
"1225769",87
"748280",177
"2897177",62
"1906741",338
"1009682",167
"2865840",296
"2739061",174
"356302",230
"2594795",196
"2980100",398
"682798",374
"230666",1
"2739434",235
"1737446",103
"2496266",203
"537",57
"2981137",179
"2897176",28
"57480",223
"168471",171
"1938604",122
"32003",72
"206379",17
"914",399
"44577",587
"2741553",242
"3070658",139
"42353",83
"916",32
"915",6
"35798",139
"1231",650
"3080532",66
"155925",36
"1288494",68
"35799",13
"32011",3
"1679002",26
"2588536",364
"1581680",239
"1581557",81
"2588535",78
"16",81
"1662285",157
"3095607",43
"2588534",71
"17",55
"1055487",200
"359408",150
"81682",107
"266009",93
"887061",33
"405",171
"2778876",85
"90627",1
"63745",321
"2600596",227
"453161",19
"453162",368
"2559597",73
"370405",312
"1188319",269
"2764705",192
"1682490",128
"2008793",13
"311181",2
"311182",494
"1981880",143
"1565605",351
"2211108",258
"2496847",44
"157592",201
"1842540",180
"748811",180
"2675298",497
"1985873",230
"171865",184
"2715678",231
"649841",113
"919",2
"3110231",156
"924",56
"36861",90
"1914471",71
"2803845",6
"2732067",179
"2732487",89
"206389",172
"2008794",78
"33057",72
"3142262",808
"2897772",281
"2944810",167
"2005884",162
"164330",219
"1134435",152
"96773",82
"59405",19
"12960",2
"2027405",443
"356837",335
"748247",173
"198107",56
"418699",154
"2891294",53
"2016596",278
"2815343",233
"41977",377
"2067960",264
"2184083",188
"75787",2
"146937",304
"2785627",314
"404405",147
"146939",80
"1765049",40
"551759",24
"76116",347
"76115",265
"551760",156
"90060",12
"182180",2
"200254",1
"2811415",230
"3135646",144
"426737",262
"1735038",143
"2008795",71
"73029",73
"447588",333
"2654218",192
"2231055",183
"281362",350
"76259",470
"138118",229
"418702",183
"1751046",122
"2591109",334
"2661583",260
"33055",1
"994695",99
"994692",49
"33056",44
"1576550",44
"994696",19
"1160784",4
"416213",82
"119977",106
"160808",238
"930",134
"920",130
"2994951",115
"2614801",1
"33059",109
"1689834",27
"1232575",21
"377315",4
"1921086",455
"1921087",127
"297",116
"171549",128698
"815",37347
"909656",68394
"821",519081
"357276",64680
"387090",27320
"376805",11352
"816",104608
"46506",93577
"818",92699
"47678",52002
"28116",33549
"817",26279
"162156",17002
"820",15529
"371601",14838
"2763022",2738
"2785531",1957
"3117552",1776
"556259",1713
"2847299",1204
"2528203",1083
"2755405",745
"2709390",121
"2162637",47
"469590",5
"29523",2
"291645",10975
"291644",8693
"28111",8671
"674529",6946
"290053",6859
"2715212",5295
"329854",5238
"246787",4401
"2650157",3165
"1796613",2951
"28119",2904
"28113",2669
"338188",2200
"2650158",2187
"477666",2110
"2792859",1887
"171552",1138
"2974251",5101
"165179",600475
"2518605",7683
"28135",542
"77095",297
"305719",47
"577309",675
"454154",47702
"454155",3434
"838",1946
"2913616",1134
"2913621",774
"2913620",640
"2937774",626
"2691580",449
"712471",418
"652716",282
"2913614",2186
"28132",1471
"28131",1123
"1177574",566
"589436",501
"28128",454
"28125",411
"2801997",398
"28129",390
"282402",389
"52227",361
"28133",349
"28137",309
"589437",298
"470565",280
"839",1075
"28127",504
"76123",273
"2133944",586
"2005525",7
"375288",34314
"823",93164
"46503",34077
"328812",33373
"387661",4877
"2951805",2537
"2025876",89
"2685834",2375
"1217282",2324
"28112",997
"712710",471
"171550",2
"239759",4682
"328813",12333
"2585118",6791
"214856",4937
"538949",3995
"1288121",2734
"328814",2477
"2585119",2217
"2662363",2112
"2364787",1762
"1470347",1617
"626932",986
"1760811",495
"1853231",9
"574697",895
"544645",15333
"2093856",2101
"1472417",1548
"1472416",1393
"28118",12223
"2005519",1
"397864",176
"1965590",1941
"397865",1417
"1501392",2370
"1099853",932
"2005520",40
"294702",1
"1642647",1024
"2829812",763
"2714927",263
"2714926",156
"45254",508
"307628",44
"2023866",541
"1642646",482
"2005473",13
"2518495",56
"2518971",1095
"2530392",1
"2530391",1
"2530390",624
"1796646",328
"2094151",568
"2606626",564
"836",219
"837",534
"36874",438
"28123",271
"867595",256
"393921",212
"712435",190
"322095",124
"28124",85
"1243007",893
"185300",678
"1307839",497
"511435",136
"2590900",86
"1970189",26
"1471398",41
"1471399",510
"1573823",3561
"1168034",509
"2706887",289
"2010828",698
"2681766",610
"1573825",584
"1639118",361
"570161",737
"1127472",460
"2060722",177
"2060723",354
"1940525",319
"1717717",163
"558415",85
"1628156",1545
"2949635",250
"889453",248
"200644",1273
"49546",3321
"237",5587
"2665645",564
"3059026",517
"3097547",417
"239",410
"907046",393
"935222",388
"1179672",367
"2986834",325
"2614441",324
"2871165",312
"2478552",302
"2739062",245
"2748319",245
"3003623",242
"2977321",239
"2986829",236
"3092665",234
"2986835",213
"3025668",193
"2724135",177
"2885633",171
"2986827",158
"1979344",147
"2986837",138
"2986823",133
"2994319",130
"2986838",120
"2732161",101
"3025667",95
"3031997",93
"2746225",89
"2775246",88
"2986831",72
"2845819",71
"2654325",68
"3073563",57
"3120525",53
"96345",715
"3003259",689
"165435",680
"1763534",605
"2602769",549
"1871076",493
"2704140",422
"3003256",395
"55197",394
"459526",392
"1306519",388
"687844",385
"2547394",380
"3016339",374
"2294119",374
"2895947",362
"2201181",362
"2183896",357
"1678728",352
"2172098",332
"2502784",323
"1492737",305
"1751056",305
"1355330",299
"3003261",279
"2748320",278
"2906076",274
"312277",268
"3003262",257
"3003258",238
"992289",231
"3003260",216
"2249356",210
"2893885",206
"1784713",206
"986",204
"2893886",200
"1563479",195
"2518177",190
"2175091",179
"3003263",179
"2893884",177
"2816357",171
"3003257",170
"29533",164
"1114861",150
"2937442",147
"3034146",141
"2162713",121
"2897181",106
"2893883",95
"2906077",95
"871694",89
"2830782",85
"2870839",81
"2038737",81
"996",77
"1310418",67
"683124",63
"1617283",58
"1751095",51
"2856519",47
"2906078",27
"3002900",6
"2654843",1
"52959",401
"3077735",255
"1529069",247
"754397",179
"2058137",126
"1855336",118
"1312072",112
"2806551",90
"2855841",84
"1336804",66
"313598",59
"2686361",38
"1896175",37
"2745562",36
"2745563",19
"2745561",15
"574710",391
"1908341",342
"218490",235
"996801",216
"1333662",212
"1774273",211
"2738844",192
"1920034",177
"326329",173
"2818493",114
"1354726",85
"2808900",82
"1642819",48
"1775173",36
"2022337",36
"1888915",28
"1574269",19
"985043",8
"1016",675
"28188",897
"2545799",291
"1945658",92
"1316596",86
"1316593",32
"1945657",6
"1705617",5
"2748316",5
"1019",575
"28189",372
"1848904",146
"1017",128
"45243",102
"1018",66
"327575",63
"2708117",61
"252356",123
"313603",349
"3053613",306
"1644130",244
"2496865",189
"2976127",418
"1178778",264
"2980554",207
"1836467",160
"1130723",136
"320912",111
"292691",84
"1250205",224
"2705471",180
"3100176",63
"1486245",442
"2126553",420
"411153",312
"1913577",310
"279359",212
"2920386",7
"286104",49
"754409",248
"2749995",217
"754417",103
"1936080",88
"2929510",33
"2686077",379
"2697010",342
"1382466",198
"2686078",109
"444459",3
"2905121",368
"2654676",290
"111501",375
"254955",336
"516051",315
"2698672",192
"1383885",163
"104267",54
"584609",439
"754423",166
"3077734",46
"104270",207
"1850252",202
"107401",192
"2781243",159
"3018314",96
"3018315",68
"3038772",45
"104268",43
"2358479",26
"363408",88
"1336802",265
"2608253",215
"2058134",75
"1476901",43
"2719911",40
"328515",500
"906888",159
"2496866",98
"930802",66
"331648",52
"323273",20
"1714849",598
"2949996",300
"1714860",226
"2736252",179
"1714848",129
"1191912",81
"417127",27
"3015168",525
"2779359",330
"3015170",17
"398743",326
"104264",331
"2686362",183
"1942464",100
"2749994",9
"59600",189
"1888890",180
"76594",157
"979",90
"358023",35
"2918526",404
"2918453",263
"1622118",336
"76831",234
"3047542",189
"1583100",97
"3119977",52
"480520",249
"256",212
"2562892",72
"2572594",72
"702745",64
"76832",25
"112040",59
"63186",380
"248906",263
"3032586",151
"2686366",474
"2686365",235
"1178825",142
"153265",81
"3040348",298
"2494375",145
"101385",295
"561367",127
"3114359",486
"2809707",203
"283735",295
"2719912",292
"573501",182
"983544",252
"2653681",247
"2057808",26
"2980107",126
"1486034",83
"2686363",107
"1798225",92
"1336794",73
"1336795",27
"320324",266
"2594004",160
"143222",25
"1729720",341
"270918",174
"143223",169
"444051",109
"2779362",436
"2708110",127
"2908842",548
"2908843",125
"1803846",356
"3063533",298
"2926907",634
"393005",2
"2069432",514
"1630406",116
"2562285",609
"2584122",565
"3070660",241
"2570561",288
"2932268",226
"2937786",362
"1936081",138
"616991",499
"1170699",482
"2675331",467
"2058174",1
"2908210",195
"2585771",131
"2058175",127
"343403",397
"2282170",243
"1218801",154
"57029",320
"2777186",49
"2900738",353
"1165090",332
"326319",34
"983548",106
"1239415",84
"313590",31
"2173169",8
"326320",10
"2058135",128
"2745560",91
"3028318",39
"2767188",292
"1790137",287
"754429",286
"3070659",166
"2920935",68
"2916754",223
"2529032",199
"2893202",197
"2744027",183
"1453352",163
"2094025",158
"252307",156
"2049305",153
"1736674",142
"1850246",139
"2779360",135
"2507538",131
"2583587",118
"2027857",115
"1336796",107
"3060215",105
"313588",96
"3075823",94
"2202721",91
"1761453",71
"2968490",65
"762954",60
"2820661",54
"2762318",479
"59732",3475
"2478663",1351
"2015076",605
"2879938",572
"2893882",549
"2713414",420
"3093923",383
"2920939",377
"1721091",327
"2838877",296
"2879939",281
"2966625",270
"2745153",242
"1871047",227
"2594269",223
"2039166",220
"2997336",208
"878220",202
"2487065",152
"3116594",144
"2864040",127
"3042315",102
"2983267",85
"2487064",80
"2487063",57
"3074145",34
"2825845",15
"1932669",4
"3031803",1
"2856522",1
"253",1377
"651561",836
"2929800",524
"1685010",513
"2983606",499
"246",498
"1265445",482
"254",458
"1324352",448
"536441",422
"2929799",413
"2956784",407
"1241982",407
"421058",400
"1493872",377
"250",354
"373672",352
"1241981",343
"2759528",307
"1124835",289
"192389",280
"2754694",247
"2497456",216
"112234",168
"558152",151
"2547600",148
"1609531",137
"1807141",118
"59733",91
"1241978",84
"1813611",83
"1854498",69
"2782231",45
"266748",638
"1241979",440
"266749",405
"2487074",398
"2852098",351
"2878534",252
"2820270",243
"2908645",220
"2038776",172
"2487072",398
"1416779",203
"308865",446
"1117645",1178
"2583851",393
"2575699",72
"2796140",50
"238",285
"1756150",201
"1756149",167
"172045",76
"34085",1043
"103810",132
"2500547",402
"2656760",11
"2656761",7
"2704651",3
"2704652",3
"59734",86
"343874",228
"247",158
"1628248",28
"28251",312
"2497989",150
"501783",98
"2976818",182
"2004710",111
"237258",50
"59735",1
"1585976",226
"1735111",87
"2898187",168
"3103144",144
"1118202",166
"2758037",91
"1014",38
"34098",309
"1653831",1292
"39768",44
"624186",27
"298656",24
"367806",8
"1316444",5
"1186051",1
"164514",10
"2862509",273
"191579",173
"253245",192
"2761580",97
"2829795",165
"242600",68
"1940138",24
"3066219",4
"336810",26
"563835",4975
"79328",3198
"2952571",1702
"2604421",1278
"3133966",1174
"3051176",953
"3108349",17
"3108351",6
"3108350",2
"536979",2014
"104663",1739
"2725414",1651
"1004",1603
"79329",1546
"2920382",1042
"2267521",1036
"2703787",994
"2203219",814
"2029983",577
"2849666",5
"2698688",104
"2315862",3337
"3076558",2922
"1004301",92
"2838156",3010
"2838157",2368
"575378",5211
"379899",72
"446683",1842
"1176587",1711
"577386",1213
"661488",3869
"1769012",166
"1850526",1186
"2875539",947
"496057",787
"2341117",735
"354356",3498
"477680",3242
"1813871",3028
"2760713",2937
"398041",48
"661481",1465
"1492898",999
"1004303",58
"563172",1310
"2875540",1137
"2502779",2307
"2676868",2226
"1968839",760
"2545455",471
"3069118",65
"768507",1075
"1853232",255
"89966",1053
"2714932",460
"2932250",410
"1385663",376
"3093922",342
"1484118",253
"2675878",212
"2596915",202
"1385664",190
"2675877",182
"2987689",180
"1356852",153
"2835648",134
"2932253",134
"2584940",118
"2987688",93
"2932252",2
"1411621",456
"2932249",453
"2607656",425
"1446467",336
"2502781",277
"497967",263
"1385715",241
"2932251",212
"2932248",194
"2761579",190
"1705399",185
"2615203",181
"1850093",172
"748197",119
"2932254",87
"2319843",83
"2999067",63
"2496028",32
"2933777",22
"323449",137
"2571030",551
"3074898",258
"323450",767
"2694929",545
"388950",266
"2694930",247
"400092",227
"2592049",212
"299566",21
"2745197",971
"2086471",173
"1379908",2
"512763",332
"1379910",297
"1379909",131
"2698458",292
"89373",24
"107",735
"3128900",416
"2520506",396
"2745947",388
"2894082",17
"1211326",726
"1379870",616
"2666025",615
"2057025",508
"2728024",445
"564064",356
"2710596",294
"1178516",244
"2898794",207
"2735870",179
"2692134",170
"2704465",859
"985",415
"2896860",26
"120831",54
"2910158",966
"2906456",790
"2861765",647
"2906443",588
"94254",383
"2747268",339
"2909339",273
"105",72
"106",510
"2268026",286
"2259595",221
"651143",612
"2907205",271
"2674997",253
"332158",358
"663275",1
"563798",33
"390846",157
"1795355",550
"2591634",387
"2781961",374
"2859768",344
"1807691",231
"390884",223
"246875",2
"2772483",1086
"2705473",168
"3097546",166
"3015169",4
"2991499",3
"388413",242
"1727163",190
"232259",747
"68288",23
"320787",308
"104",254
"280473",322
"2782006",281
"59739",259
"373891",378
"1191459",339
"2494373",194
"367791",140
"2994555",853
"1324217",286
"2904247",400
"2904245",353
"2904246",312
"2810512",266
"2321403",751
"1784714",817
"2916755",247
"312279",219
"2975157",443
"316068",314
"866807",653
"1182444",573
"387638",307
"1397264",766
"931531",352
"930972",197
"3059078",332
"3059076",165
"3059077",47
"1006",354
"2010992",294
"1937972",68
"3127470",298
"3127472",99
"3127471",28
"999",208
"2676247",166
"2516557",331
"2516559",193
"2696560",164
"931101",200
"3077941",166
"249402",131
"650378",27
"3066216",2
"247481",18
"281120",45
"2979869",124
"2979464",101
"333140",214
"2715131",202
"155537",20
"200666",9
"84566",471
"423349",1397
"3025671",626
"3141542",551
"2778902",464
"3029053",396
"2929803",369
"2703789",368
"3048589",367
"3025666",214
"3138567",97
"3138568",51
"1173583",1131
"423351",867
"2682091",810
"652787",749
"2027860",720
"2305508",637
"551996",632
"1550579",627
"1234841",610
"2728022",595
"862126",558
"2740462",482
"398053",428
"398049",370
"1176721",305
"84567",789
"3140251",881
"2714940",659
"1727164",611
"2856523",557
"2482728",383
"2578106",374
"2995161",348
"2567937",92
"430522",858
"984",757
"188932",578
"2201271",578
"2895286",452
"2789740",383
"336820",382
"363852",357
"332999",262
"2766984",260
"2679963",249
"2605747",147
"28453",1892
"2986767",526
"1538644",423
"2795738",410
"3031802",405
"2713573",381
"2931400",317
"2557994",315
"2907623",214
"3058432",212
"2996035",196
"2961941",185
"2853439",128
"2662364",99
"341027",34
"2003121",13
"258",751
"797291",555
"259",519
"3025669",505
"28454",308
"371142",302
"34087",224
"1010",211
"662858",176
"459529",166
"649196",164
"2886510",82
"561061",78
"2764720",416
"2592345",367
"151895",603
"995",253
"2911172",192
"496056",377
"3036359",476
"2350",676
"1007",18
"1008",234
"3023936",56
"2864201",153
"3051121",99
"2875962",1089
"191412",19
"1096",516
"1092",341
"1094",197
"34090",240
"1100",96
"1101",1
"281093",241
"1868325",221
"1974213",109
"2992242",82
"2992244",8
"1102",150
"256319",54
"274539",195
"274537",92
"1097",75
"2976335",51
"100716",207
"1134405",705
"795750",4
"591197",157
"2651167",75
"29549",467
"2558931",113
"146919",271
"1457365",226
"173479",6
"2732249",274
"173480",214
"1379270",84
"861299",286
"833",210
"456827",84
"213115",547
"194924",4655
"872",3429
"901",11577
"876",5657
"44742",4825
"2976983",1633
"2718620",1460
"631220",1355
"241368",478
"1725232",451
"2035811",1707
"2035858",1614
"1716143",1254
"2725288",640
"3126690",494
"641491",1107
"463192",1078
"57320",695
"182210",577
"2880651",485
"231439",470
"2678688",381
"2810563",351
"2973072",205
"879567",146
"1981031",8640
"2802295",359
"2604158",3350
"881",3337
"2794998",139
"2795000",3813
"880",555
"191026",460
"2910984",690
"345370",1131
"184917",561
